trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
909,False,"{'a': 0.5135714285714286, 'e': 0.01049978479648287}",25,18,15.644602527261739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5130357142857143, 'e': 0.010447285872500456}",30,18,12.63734400273384,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.5125, 'e': 0.010395049443137953}",25,17,16.585579472618786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5119642857142856, 'e': 0.010343074195922264}",35,18,29.37109954564118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5114285714285713, 'e': 0.010291358824942653}",25,13,19.19123801522579,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.510892857142857, 'e': 0.010239902030817939}",30,13,27.69677962833322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5103571428571428, 'e': 0.01018870252066385}",20,14,10.955592389751216,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5098214285714285, 'e': 0.010137759008060531}",20,8,21.87552163961139,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5092857142857143, 'e': 0.010087070213020228}",25,15,20.850225570635605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.50875, 'e': 0.010036634861955126}",20,10,17.331653534589982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5082142857142857, 'e': 0.00998645168764535}",30,23,12.880149060781434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5076785714285714, 'e': 0.009936519429207124}",20,13,15.740643353619268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5071428571428571, 'e': 0.009886836832061088}",20,12,13.607365927587164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5066071428571428, 'e': 0.009837402647900784}",25,17,15.076916689981818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.5060714285714285, 'e': 0.00978821563466128}",25,18,12.468919629003233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5055357142857142, 'e': 0.009739274556487973}",35,26,19.154107561761794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5049999999999999, 'e': 0.009690578183705532}",20,12,13.991487346264355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5044642857142857, 'e': 0.009642125292787004}",25,16,12.467618224044385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5039285714285714, 'e': 0.00959391466632307}",20,11,14.30955904166817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5033928571428572, 'e': 0.009545945092991455}",25,3,39.50288318091671,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5028571428571429, 'e': 0.009498215367526498}",20,10,20.28221932054452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5023214285714286, 'e': 0.009450724290688864}",30,16,24.378266844687314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.5017857142857143, 'e': 0.00940347066923542}",20,12,16.42255573114617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.50125, 'e': 0.009356453315889243}",20,13,13.53069092529708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5007142857142857, 'e': 0.009309671049309796}",20,8,22.78261159403255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5001785714285714, 'e': 0.009263122694063248}",30,17,26.959775519474185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.49964285714285717, 'e': 0.009216807080592932}",30,15,24.91200403489053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.49910714285714286, 'e': 0.009170723045189967}",25,13,24.113113126876748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.49857142857142855, 'e': 0.009124869429964017}",25,15,18.536396641463238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.49803571428571425, 'e': 0.009079245082814196}",25,17,12.4334427404044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.49749999999999994, 'e': 0.009033848857400125}",20,10,19.05709671153481,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.49696428571428564, 'e': 0.008988679613113126}",20,15,10.448726990024332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.49642857142857144, 'e': 0.008943736215047559}",30,23,11.713238411015856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.49589285714285714, 'e': 0.008899017533972322}",20,11,19.344284009801186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.49535714285714283, 'e': 0.00885452244630246}",30,20,18.342366390483104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.4948214285714285, 'e': 0.008810249834070947}",20,16,9.28489236531847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.4942857142857142, 'e': 0.008766198584900593}",25,13,20.474543341036505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.49375, 'e': 0.00872236759197609}",30,19,19.43651491584543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.4932142857142857, 'e': 0.008678755754016209}",30,11,31.677273246268744,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.4926785714285714, 'e': 0.008635361975246128}",20,9,21.169088022681798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.4921428571428571, 'e': 0.008592185165369897}",25,11,26.76262389741614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.4916071428571428, 'e': 0.008549224239543048}",25,13,26.52316795227638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.4910714285714285, 'e': 0.008506478118345333}",25,8,34.20064315534023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.4905357142857143, 'e': 0.008463945727753606}",20,0,31.386210507254255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
953,False,"{'a': 0.49, 'e': 0.008421625999114838}",30,21,20.3067927900148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.4894642857142857, 'e': 0.008379517869119264}",25,19,12.988322107844834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.4889285714285714, 'e': 0.008337620279773668}",25,13,25.20204362777803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.4883928571428571, 'e': 0.008295932178374798}",20,14,10.17893832137338,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.4878571428571429, 'e': 0.008254452517482925}",20,7,21.493033108848536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.48732142857142857, 'e': 0.00821318025489551}",25,14,21.023474439824476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.48678571428571427, 'e': 0.008172114353621033}",25,19,5.003306156376091,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.48624999999999996, 'e': 0.008131253781852928}",30,13,31.687109677878713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.48571428571428565, 'e': 0.008090597512943663}",20,16,7.8055239812830255,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.48517857142857135, 'e': 0.008050144525378944}",25,13,22.88895017778046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.48464285714285715, 'e': 0.00800989380275205}",20,4,28.728571628346245,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.48410714285714285, 'e': 0.007969844333738289}",25,20,11.500053991671178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.48357142857142854, 'e': 0.007929995112069599}",20,16,8.45839048187486,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.48303571428571423, 'e': 0.00789034513650925}",25,15,19.43688923136987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.48249999999999993, 'e': 0.007850893410826704}",25,13,18.484579171946795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.48196428571428573, 'e': 0.00781163894377257}",20,11,17.957018712913797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.48142857142857143, 'e': 0.007772580749053707}",25,17,18.23330954217564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.4808928571428571, 'e': 0.007733717845308439}",30,18,25.974315442233724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.4803571428571428, 'e': 0.007695049256081897}",30,16,28.10029911214171,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.4798214285714285, 'e': 0.007656574009801487}",25,11,25.821442601276868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.4792857142857143, 'e': 0.00761829113975248}",20,16,7.143302675810716,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.47875, 'e': 0.0075801996840537175}",20,12,16.473935399154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.4782142857142857, 'e': 0.007542298685633449}",20,6,22.605472903360624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.4776785714285714, 'e': 0.007504587192205281}",20,10,19.433538251881156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.4771428571428571, 'e': 0.007467064256244255}",25,18,13.196529041787583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.4766071428571428, 'e': 0.007429728934963033}",30,24,11.631551380615079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.4760714285714286, 'e': 0.007392580290288218}",25,20,10.633126396448498,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.4755357142857143, 'e': 0.007355617388836777}",20,11,19.22609662716028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.475, 'e': 0.007318839301892593}",30,18,22.01858542941051,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.47446428571428567, 'e': 0.00728224510538313}",20,13,14.965566597083047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.47392857142857137, 'e': 0.007245833879856214}",20,11,16.193609192428802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.47339285714285717, 'e': 0.007209604710456933}",20,14,12.941412877127352,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.47285714285714286, 'e': 0.007173556686904649}",25,16,19.324747931989066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.47232142857142856, 'e': 0.007137688903470126}",25,15,18.626188752790082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.47178571428571425, 'e': 0.007102000458952775}",20,11,17.12278604481109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.47124999999999995, 'e': 0.007066490456658011}",25,14,21.507912863685203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.47071428571428564, 'e': 0.007031158004374721}",20,9,19.169458396123396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.47017857142857145, 'e': 0.006996002214352847}",20,8,22.002565286589718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.46964285714285714, 'e': 0.006961022203281083}",35,25,20.117468505892386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.46910714285714283, 'e': 0.006926217092264678}",20,9,22.228157908852474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.4685714285714285, 'e': 0.006891586006803354}",20,11,17.252798132566806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.4680357142857142, 'e': 0.006857128076769337}",20,9,17.065438935499863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.4675, 'e': 0.00682284243638549}",25,17,16.554903282079074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.4669642857142857, 'e': 0.006788728224203563}",25,19,12.233668035434153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.4664285714285714, 'e': 0.006754784583082545}",30,13,26.373021470854248,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.4658928571428571, 'e': 0.006721010660167132}",25,10,31.423199042010868,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.4653571428571428, 'e': 0.006687405606866296}",30,12,32.1101602623248,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.4648214285714285, 'e': 0.0066539685788319656}",20,9,20.1386473278258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.4642857142857143, 'e': 0.006620698735937805}",20,15,9.97531310474993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.46375, 'e': 0.006587595242258116}",20,9,21.953295465067345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.4632142857142857, 'e': 0.006554657266046825}",20,13,14.325883822601499,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.4626785714285714, 'e': 0.006521883979716592}",20,10,19.895838813204254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.4621428571428571, 'e': 0.0064892745598180085}",20,12,14.386517301265943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.4616071428571429, 'e': 0.006456828187018918}",30,8,35.87107496180261,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.4610714285714286, 'e': 0.006424544046083824}",20,11,18.41451210770125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.46053571428571427, 'e': 0.006392421325853405}",25,12,29.48022088137877,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.45999999999999996, 'e': 0.006360459219224138}",25,13,25.635927939569676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.45946428571428566, 'e': 0.006328656923128017}",25,15,17.966038834011453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.45892857142857135, 'e': 0.006297013638512376}",25,16,18.200307440872084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.45839285714285716, 'e': 0.006265528570319815}",35,27,14.231060305011889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.45785714285714285, 'e': 0.006234200927468216}",25,15,19.46357442722555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.45732142857142855, 'e': 0.006203029922830875}",25,18,12.412519641273775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.45678571428571424, 'e': 0.006172014773216721}",25,13,20.586918651617204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.45624999999999993, 'e': 0.006141154699350637}",20,16,9.269834639833604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.45571428571428574, 'e': 0.006110448925853883}",25,8,34.139550531057395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.45517857142857143, 'e': 0.006079896681224614}",20,13,15.274917338326233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.4546428571428571, 'e': 0.006049497197818491}",20,16,6.525521384523317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.4541071428571428, 'e': 0.006019249711829398}",25,20,9.233343305833422,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.4535714285714285, 'e': 0.005989153463270252}",30,10,40.94395308047411,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.4530357142857142, 'e': 0.0059592076959539}",20,13,14.686617450020886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.4525, 'e': 0.005929411657474131}",20,15,9.251802453788965,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.4519642857142857, 'e': 0.00589976459918676}",20,10,19.73104953198258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.4514285714285714, 'e': 0.005870265776190826}",25,9,31.617996433726702,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.4508928571428571, 'e': 0.005840914447309872}",20,12,18.149198654716976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.4503571428571428, 'e': 0.005811709875073323}",25,11,25.292262236655237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.4498214285714286, 'e': 0.005782651325697956}",30,17,22.899002891352893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.4492857142857143, 'e': 0.005753738069069466}",25,15,21.351245335195582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.44875, 'e': 0.005724969378724119}",25,16,15.55292301970403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.4482142857142857, 'e': 0.005696344531830498}",25,11,26.27980568154792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.44767857142857137, 'e': 0.0056678628091713455}",20,5,29.38830543482374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.44714285714285706, 'e': 0.005639523495125489}",20,9,21.136023708221828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.44660714285714287, 'e': 0.005611325877649861}",20,10,16.431724592388942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.44607142857142856, 'e': 0.005583269248261612}",25,13,22.023238341804785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.44553571428571426, 'e': 0.005555352902020304}",30,13,30.583692738424567,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.44499999999999995, 'e': 0.005527576137510202}",20,11,17.12103489293231,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.44446428571428565, 'e': 0.005499938256822651}",25,12,23.910912635442756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.44392857142857145, 'e': 0.005472438565538538}",20,12,12.674947785905035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.44339285714285714, 'e': 0.005445076372710846}",20,11,18.415680451116664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.44285714285714284, 'e': 0.0054178509908472915}",20,14,8.905558117416117,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.44232142857142853, 'e': 0.005390761735893055}",25,16,16.671277476204224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.4417857142857142, 'e': 0.00536380792721359}",25,6,34.41524404959993,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.4412499999999999, 'e': 0.005336988887577521}",30,16,27.821312033614824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.4407142857142857, 'e': 0.005310303943139634}",30,18,24.017892736624212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.4401785714285714, 'e': 0.005283752423423936}",25,15,19.340331854534483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.4396428571428571, 'e': 0.005257333661306816}",25,13,22.486955535016076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.4391071428571428, 'e': 0.0052310469930002814}",25,11,19.846419671046213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.4385714285714285, 'e': 0.00520489175803528}",25,17,14.407354598656244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.4380357142857143, 'e': 0.005178867299245104}",25,14,24.630650569636046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.4375, 'e': 0.0051529729627488785}",35,22,25.482496652079565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.4369642857142857, 'e': 0.005127208097935134}",25,13,24.022741937300907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.4364285714285714, 'e': 0.0051015720574454585}",20,16,7.7528339760824965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.4358928571428571, 'e': 0.005076064197158231}",25,18,12.84145809283293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.4353571428571428, 'e': 0.0050506838761724395}",20,6,23.6811084335416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.4348214285714286, 'e': 0.005025430456791578}",20,8,25.37875866654921,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.4342857142857143, 'e': 0.00500030330450762}",30,8,41.13103878175393,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.43374999999999997, 'e': 0.004975301787985081}",20,13,14.399758805831922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.43321428571428566, 'e': 0.004950425279045156}",30,19,21.33558028292857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.43267857142857136, 'e': 0.00492567315264993}",25,11,27.228852394195155,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.43214285714285716, 'e': 0.00490104478688668}",30,19,19.445202357062545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.43160714285714286, 'e': 0.004876539562952247}",20,6,24.055318836215655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.43107142857142855, 'e': 0.004852156865137486}",20,9,20.863389147971304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.43053571428571424, 'e': 0.004827896080811798}",25,18,11.688297717815653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.42999999999999994, 'e': 0.004803756600407739}",30,12,30.484853998527043,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.42946428571428563, 'e': 0.0047797378174057005}",35,18,34.4183011245895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.42892857142857144, 'e': 0.004755839128318672}",20,9,22.77442189944809,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.42839285714285713, 'e': 0.004732059932677079}",20,8,24.72836588167084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.4278571428571428, 'e': 0.004708399633013694}",20,6,29.97987495069624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.4273214285714285, 'e': 0.004684857634848625}",25,13,23.20709171335024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.4267857142857142, 'e': 0.0046614333466743815}",25,14,19.44640107594725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.42625, 'e': 0.00463812617994101}",30,22,13.914125967909921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.4257142857142857, 'e': 0.004614935549041305}",25,17,14.8872110389691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.4251785714285714, 'e': 0.004591860871296098}",20,12,16.979886706125043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.4246428571428571, 'e': 0.004568901566939618}",20,13,15.431976324705808,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.4241071428571428, 'e': 0.00454605705910492}",30,19,24.424690019396603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.4235714285714285, 'e': 0.004523326773809395}",25,13,22.71015975976043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.4230357142857143, 'e': 0.004500710139940348}",30,20,21.677649878389946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.4225, 'e': 0.004478206589240646}",25,20,8.882214112273699,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.4219642857142857, 'e': 0.004455815556294443}",25,15,20.749590704186225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.4214285714285714, 'e': 0.004433536478512971}",30,18,24.022139346177294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.42089285714285707, 'e': 0.004411368796120406}",20,14,10.873789219558391,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
