trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.6073214285714286, 'e': 0.02524301744132223}",20,13,16.21461058832704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.6067857142857143, 'e': 0.025116802354115616}",20,16,6.753877351819553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.60625, 'e': 0.024991218342345037}",20,14,1.461921768202288,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
737,False,"{'a': 0.6057142857142856, 'e': 0.024866262250633313}",25,20,10.833629202046342,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.6051785714285713, 'e': 0.024741930939380145}",20,10,16.523475459373753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.6046428571428571, 'e': 0.024618221284683245}",20,10,14.993180414355587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.6041071428571428, 'e': 0.024495130178259827}",20,12,12.62406629193422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.6035714285714285, 'e': 0.02437265452736853}",20,12,14.20789406764965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.6030357142857143, 'e': 0.024250791254731688}",20,7,24.096967657259242,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.6025, 'e': 0.02412953729845803}",20,11,17.699223369046948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.6019642857142857, 'e': 0.024008889611965737}",20,15,8.9419435059126,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.6014285714285714, 'e': 0.02388884516390591}",30,19,17.41764862077125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.6008928571428571, 'e': 0.02376940093808638}",20,15,8.17213386133689,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6003571428571428, 'e': 0.02365055393339595}",20,9,21.68988790099841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5998214285714285, 'e': 0.023532301163728966}",25,20,10.947151919848706,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5992857142857142, 'e': 0.023414639657910324}",20,8,23.602977927827226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.59875, 'e': 0.02329756645962077}",20,9,20.632310731834007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5982142857142857, 'e': 0.023181078627322667}",20,13,11.935002163308578,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5976785714285714, 'e': 0.023065173234186054}",25,13,26.3762293548297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5971428571428572, 'e': 0.022949847368015124}",25,12,22.781984330034426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5966071428571429, 'e': 0.022835098131175048}",20,0,9.760927690392428,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
755,False,"{'a': 0.5960714285714286, 'e': 0.022720922640519173}",20,1,29.384112955150307,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5955357142857143, 'e': 0.022607318027316577}",20,10,18.436232239638336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.595, 'e': 0.022494281437179995}",20,12,17.032190381375234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5944642857142857, 'e': 0.022381810029994093}",25,15,19.498872912709107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5939285714285714, 'e': 0.02226990097984412}",30,22,-26.560133668991732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
760,False,"{'a': 0.593392857142857, 'e': 0.0221585514749449}",20,12,5.58963750729265,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5928571428571429, 'e': 0.022047758717570178}",20,11,15.08625094538461,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5923214285714286, 'e': 0.021937519923982327}",25,5,33.03772464601572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5917857142857142, 'e': 0.021827832324362414}",20,12,16.819159011562647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.59125, 'e': 0.021718693162740603}",25,7,35.09682215686666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5907142857142857, 'e': 0.0216100996969269}",25,15,16.25299111091782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5901785714285714, 'e': 0.021502049198442265}",35,21,22.183909436224628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5896428571428571, 'e': 0.021394538952450054}",30,10,37.894249120831695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5891071428571428, 'e': 0.021287566257687802}",30,16,30.544440327581178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5885714285714285, 'e': 0.021181128426399364}",25,11,24.241917301051064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5880357142857142, 'e': 0.021075222784267367}",25,10,31.23708100624702,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5874999999999999, 'e': 0.02096984667034603}",20,12,15.31039047938664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5869642857142857, 'e': 0.0208649974369943}",20,16,9.171497165165079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5864285714285714, 'e': 0.02076067244980933}",30,12,31.958962761452163,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5858928571428571, 'e': 0.020656869087560283}",20,16,6.750181079743403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5853571428571429, 'e': 0.02055358474212248}",20,12,9.336743441851004,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5848214285714286, 'e': 0.020450816818411866}",25,20,10.592532472882581,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5842857142857143, 'e': 0.020348562734319807}",20,13,13.966015446222098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.58375, 'e': 0.02024681992064821}",25,16,15.236361665904491,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5832142857142857, 'e': 0.02014558582104497}",20,8,22.551064956186153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5826785714285714, 'e': 0.020044857891939744}",20,13,13.326985475884722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5821428571428571, 'e': 0.019944633602480045}",20,14,14.918373972243902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5816071428571428, 'e': 0.019844910434467643}",25,15,20.34850198129338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5810714285714286, 'e': 0.019745685882295305}",20,10,21.073072439851856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5805357142857143, 'e': 0.019646957452883827}",25,13,23.409398108771565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.58, 'e': 0.01954872266561941}",25,15,18.576289363524214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5794642857142858, 'e': 0.019450979052291314}",25,20,8.148908590616719,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5789285714285715, 'e': 0.019353724157029857}",20,16,9.260346751598941,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5783928571428572, 'e': 0.019256955536244708}",35,25,18.408376208321744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5778571428571428, 'e': 0.019160670758563484}",20,9,19.024587509794365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5773214285714285, 'e': 0.019064867404770664}",30,20,22.67398569449852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5767857142857142, 'e': 0.018969543067746814}",20,13,10.390441623332542,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5762499999999999, 'e': 0.01887469535240808}",25,19,-29.812632493185756,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
793,False,"{'a': 0.5757142857142856, 'e': 0.018780321875646037}",25,13,25.344591436511124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5751785714285714, 'e': 0.01868642026626781}",30,19,14.863989556512758,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5746428571428571, 'e': 0.01859298816493647}",25,11,28.963683411916605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5741071428571428, 'e': 0.018500023224111786}",30,18,22.876228126730656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5735714285714286, 'e': 0.018407523107991226}",25,13,26.86867044857801,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5730357142857143, 'e': 0.01831548549245127}",20,10,15.716120845118917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5725, 'e': 0.018223908064989015}",20,11,16.37521110785141,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5719642857142857, 'e': 0.01813278852466407}",35,18,28.498512050732845,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5714285714285714, 'e': 0.01804212458204075}",20,14,11.42630267787051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5708928571428571, 'e': 0.017951913959130546}",20,9,20.709936811927616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5703571428571428, 'e': 0.017862154389334892}",25,5,-8.247374425158483,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
804,False,"{'a': 0.5698214285714285, 'e': 0.017772843617388217}",25,10,24.956309032291006,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5692857142857143, 'e': 0.017683979399301275}",30,18,16.92169317922563,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.56875, 'e': 0.01759555950230477}",20,3,31.2695252361594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5682142857142857, 'e': 0.017507581704793246}",20,6,28.841123593848444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5676785714285715, 'e': 0.01742004379626928}",20,6,22.10916185125584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5671428571428572, 'e': 0.017332943577287933}",35,21,24.053161179105793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5666071428571429, 'e': 0.017246278859401495}",20,16,7.521044213436944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5660714285714286, 'e': 0.017160047465104487}",25,18,12.354354104227472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5655357142857143, 'e': 0.017074247227778963}",20,7,23.823719052792065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.565, 'e': 0.01698887599164007}",30,10,33.92244721829167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5644642857142856, 'e': 0.01690393161168187}",20,10,19.57080316068555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5639285714285713, 'e': 0.016819411953623457}",25,7,27.65223735643007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5633928571428571, 'e': 0.01673531489385534}",20,8,18.676890130584614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5628571428571428, 'e': 0.016651638319386063}",20,6,21.990148404284806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5623214285714285, 'e': 0.016568380127789134}",20,12,16.000790804623925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5617857142857143, 'e': 0.01648553822715019}",20,1,9.338247771355064,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
820,False,"{'a': 0.56125, 'e': 0.016403110536014436}",20,7,18.772887713366142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5607142857142857, 'e': 0.016321094983334363}",30,11,33.47510080528259,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5601785714285714, 'e': 0.016239489508417693}",20,12,15.453517839594593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5596428571428571, 'e': 0.016158292060875604}",20,13,11.970419519225333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5591071428571428, 'e': 0.016077500600571226}",20,13,14.877335277767882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5585714285714285, 'e': 0.01599711309756837}",20,11,14.180607021244935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5580357142857142, 'e': 0.01591712753208053}",20,15,9.109856375373576,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5575, 'e': 0.015837541894420125}",25,15,20.98066333016173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5569642857142857, 'e': 0.015758354184948024}",20,13,11.233564111821064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5564285714285714, 'e': 0.015679562414023285}",30,18,25.2459014979507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5558928571428572, 'e': 0.015601164601953169}",20,13,12.465087515287749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5553571428571429, 'e': 0.015523158778943402}",25,10,28.17033145429269,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5548214285714286, 'e': 0.015445542985048685}",30,7,38.68441129479541,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5542857142857143, 'e': 0.015368315270123441}",20,12,17.816145213195384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.55375, 'e': 0.015291473693772824}",25,9,31.754619870836112,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5532142857142857, 'e': 0.01521501632530396}",20,14,11.441793974875994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5526785714285714, 'e': 0.01513894124367744}",20,7,24.53351148008658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.552142857142857, 'e': 0.015063246537459054}",25,4,26.06015347392636,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'a': 0.5516071428571429, 'e': 0.014987930304771758}",25,15,18.492590242984356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5510714285714285, 'e': 0.0149129906532479}",30,17,25.401178727493523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5505357142857142, 'e': 0.01483842569998166}",20,16,9.021353245467736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.55, 'e': 0.01476423357148175}",20,12,17.811994274865558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5494642857142857, 'e': 0.014690412403624342}",20,14,9.106175618275689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5489285714285714, 'e': 0.01461696034160622}",30,15,26.9146242850762,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5483928571428571, 'e': 0.01454387553989819}",25,16,21.43945007903589,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5478571428571428, 'e': 0.014471156162198698}",20,16,7.264041978772781,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5473214285714285, 'e': 0.014398800381387704}",20,9,17.013124470726535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5467857142857142, 'e': 0.014326806379480765}",25,18,11.32965904331669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5462499999999999, 'e': 0.014255172347583361}",20,11,-24.393861537834493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
849,False,"{'a': 0.5457142857142857, 'e': 0.014183896485845445}",20,16,7.133735706544476,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5451785714285714, 'e': 0.014112977003416217}",25,7,31.039410522992757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5446428571428571, 'e': 0.014042412118399137}",20,4,27.08319007554786,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5441071428571429, 'e': 0.013972200057807142}",30,13,29.801581367734723,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5435714285714286, 'e': 0.013902339057518105}",20,12,18.0329689995222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5430357142857143, 'e': 0.013832827362230515}",25,14,19.227944252731135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5425, 'e': 0.013763663225419363}",20,14,12.11332223001301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5419642857142857, 'e': 0.013694844909292266}",30,21,17.512434088180786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5414285714285714, 'e': 0.013626370684745804}",20,11,14.20527871848151,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5408928571428571, 'e': 0.013558238831322074}",30,18,23.34064925165842,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5403571428571428, 'e': 0.013490447637165464}",30,21,16.675622147062732,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5398214285714286, 'e': 0.013422995398979638}",20,6,24.853097980223346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5392857142857143, 'e': 0.01335588042198474}",25,2,23.016101674433976,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
862,False,"{'a': 0.53875, 'e': 0.013289101019874815}",20,14,12.168225342881556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5382142857142858, 'e': 0.01322265551477544}",25,13,25.033941853696557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5376785714285715, 'e': 0.013156542237201564}",20,8,23.906753286521138,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5371428571428571, 'e': 0.013090759526015556}",20,2,36.53241316091292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5366071428571428, 'e': 0.013025305728385478}",30,23,14.99053385561458,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5360714285714285, 'e': 0.01296017919974355}",25,9,28.435475138012034,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5355357142857142, 'e': 0.012895378303744832}",20,14,13.948055374901369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5349999999999999, 'e': 0.012830901412226108}",25,13,24.809204023884384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5344642857142856, 'e': 0.012766746905164978}",25,10,-16.24793813669898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
871,False,"{'a': 0.5339285714285714, 'e': 0.012702913170639154}",20,12,17.0557866449889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5333928571428571, 'e': 0.012639398604785957}",20,9,22.08801656847472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5328571428571428, 'e': 0.012576201611762027}",20,16,6.668902980109154,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5323214285714286, 'e': 0.012513320603703217}",20,12,-28.446608714245794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.5317857142857143, 'e': 0.0124507540006847}",20,16,8.799657268953924,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.53125, 'e': 0.012388500230681276}",25,16,18.13604829023077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5307142857142857, 'e': 0.01232655772952787}",30,17,25.206120369926538,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5301785714285714, 'e': 0.012264924940880231}",20,9,18.818043387311164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5296428571428571, 'e': 0.01220360031617583}",30,13,32.521173024438745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5291071428571428, 'e': 0.012142582314594952}",25,11,27.81075095761571,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5285714285714285, 'e': 0.012081869403021975}",25,20,8.956047983799571,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5280357142857143, 'e': 0.012021460056006867}",20,8,23.88048606061122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5275, 'e': 0.011961352755726832}",20,16,8.40003226176446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5269642857142858, 'e': 0.011901545991948198}",25,19,12.359582541402911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5264285714285715, 'e': 0.011842038261988456}",20,14,12.188619803668566,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5258928571428572, 'e': 0.011782828070678514}",30,10,31.678381288843816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5253571428571429, 'e': 0.011723913930325121}",20,13,13.433320038820185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5248214285714285, 'e': 0.011665294360673496}",20,14,9.795208394226899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5242857142857142, 'e': 0.011606967888870128}",20,15,11.016539993810868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5237499999999999, 'e': 0.011548933049425779}",20,14,9.140521656483335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5232142857142856, 'e': 0.011491188384178648}",25,19,12.9265315955425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5226785714285713, 'e': 0.011433732442257755}",20,13,12.919847484942036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5221428571428571, 'e': 0.011376563780046466}",30,16,28.64282372248023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5216071428571428, 'e': 0.011319680961146234}",25,17,16.01637311680546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5210714285714286, 'e': 0.011263082556340504}",25,8,28.66777156568678,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5205357142857143, 'e': 0.0112067671435588}",20,12,15.693881871041876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.52, 'e': 0.011150733307841006}",20,7,22.403879667918567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5194642857142857, 'e': 0.011094979641301801}",20,11,17.45334637386213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5189285714285714, 'e': 0.011039504743095292}",20,5,24.355513593080357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5183928571428571, 'e': 0.010984307219379815}",25,14,20.591570197414026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5178571428571428, 'e': 0.010929385683282916}",25,14,21.141817562090804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5173214285714285, 'e': 0.010874738754866503}",20,15,10.397742838167197,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5167857142857142, 'e': 0.01082036506109217}",20,16,9.180175474334291,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.51625, 'e': 0.010766263235786708}",20,8,22.31417117718445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5157142857142857, 'e': 0.010712431919607775}",20,9,21.058776524786538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5151785714285715, 'e': 0.010658869760009735}",20,14,13.363531139476198,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5146428571428572, 'e': 0.010605575411209687}",30,20,19.761941078143277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5141071428571429, 'e': 0.010552547534153639}",25,18,13.278868974779275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
